4128, 2040, 1780, 15160, 297, -230, -32
4171, 2652, 1388, 14956, 193, -523, -17
4213, 2272, 1644, 14856, 605, 265, -283
4256, 2812, 1192, 14784, 172, -478, -280
4300, 1948, 1664, 14440, -95, -98, -469
4342, 2008, 1544, 15284, -76, -308, 37
4384, 2428, 1168, 15624, -343, -360, 101
4428, 2552, 1252, 15384, 394, -85, -174
4470, 2280, 1380, 15188, 272, -255, -483
4514, 2064, 1500, 14436, 269, -235, -218
4558, 2396, 1440, 14812, 241, 177, -389
4600, 1952, 1688, 14956, -60, -105, -337
4644, 2416, 1192, 15448, 199, -205, -42
4687, 2448, 1332, 14880, 317, -210, -449
4730, 1968, 1580, 15144, 252, -402, -154
4774, 2196, 1416, 14796, -35, -311, -87
4816, 1984, 1360, 14956, 161, -173, -44
4859, 2220, 1176, 15364, 108, 44, -182
4901, 2400, 1216, 15016, 283, -556, -263
4944, 2048, 1440, 15136, 175, 38, -246
4986, 2116, 1372, 14724, 219, -396, -56
5029, 1968, 1672, 15064, 109, -22, -14
5070, 2504, 1124, 15164, 226, -133, 244
5113, 2640, 1096, 15484, 332, -374, -318
5157, 2252, 1568, 15100, 339, -214, -400
5200, 2376, 1280, 14544, 62, -498, -303
5243, 1796, 1664, 15296, 369, -31, -284
5286, 2132, 1160, 14560, 132, -40, -100
5328, 1792, 1448, 15104, 64, -404, 81
5369, 2080, 1472, 14504, -116, -293, 255
5412, 3100, 1224, 14644, -196, -830, 554
5456, 4120, 1536, 13792, -419, -1201, 254
5501, 5384, 1448, 13444, -716, -619, 515
5544, 4980, 1884, 14132, -1702, -911, -1305
5592, 4844, 1932, 14560, -2044, 35, 727
5635, 7432, -572, 15444, -2229, 319, -1609
5680, 3492, 1140, 18368, -853, -323, -2015
5726, 5620, -1388, 16016, -353, -1310, -3011
5774, 1304, 956, 18892, -71, 1045, -4649
5818, 3160, -1204, 18064, 1974, -443, -4939
5864, 732, 404, 19588, 2566, -297, -5808
5908, -388, 1180, 19000, 3881, -1457, -4821
5955, 312, 1676, 16540, 5342, -2293, -4855
6000, 1880, 1688, 14224, 4388, -915, -3570
6046, 908, 1296, 16348, 5154, 3194, -4647
6091, -2584, 2588, 14100, 5480, 460, -3161
6136, -2284, 2204, 14992, 5589, 3928, -1881
6183, -4336, 3404, 13684, 6437, 4169, -1401
6231, -3276, 3640, 14256, 6477, 5740, 1292
6276, -3624, 3368, 12280, 5001, 1736, 3690
6322, -3776, 4452, 10940, 4513, 1552, 7967
6368, 520, 2508, 9420, 2025, 2959, 5925
6410, -3748, 5956, 10268, 1329, 939, 6917
6455, -76, 4348, 9456, 68, 390, 9944
6495, 3068, 2628, 8772, -2285, 2181, 8134
6539, 320, 5296, 10680, -3811, -1954, 8647
6585, 5388, 3068, 9972, -4735, -1079, 10129
6632, 9216, 1216, 10540, -6216, 1725, 5645
6677, 5520, 4228, 14060, -7091, -1664, 5440
6724, 10008, 1936, 14764, -7732, 1498, 4368
6771, 10340, 1260, 19468, -5694, -549, 1489
6818, 12552, -132, 15712, -5045, -2091, -1502
6866, 7572, 1956, 19308, -3367, -929, -5822
6914, 4124, 2560, 19492, -1057, 347, -7269
6960, 2764, 1992, 17152, -103, -3529, -6552
7006, -2368, 4280, 19504, 434, -2816, -5896
7053, 1252, 872, 15332, 889, -2685, -2251
7098, 316, 1688, 16880, 1145, -1414, -3733
7143, -56, 1868, 15528, 1463, -1121, -2100
7189, 532, 1500, 15000, 861, 50, -1930
7231, 1004, 1620, 15784, 960, 152, -1057
7274, 2100, 1588, 13896, 620, -881, -867
7318, 2024, 1844, 13980, 554, 1045, -1264
7363, 2996, 1712, 14732, -166, 255, 158
7405, 3172, 1812, 14704, -170, -69, -649
7449, 2480, 2424, 14956, -29, 662, -220
7492, 2952, 2008, 14824, 76, -282, 122
7533, 3084, 1924, 14528, -20, -221, 196
7576, 2872, 2192, 15084, 252, -143, 321
7619, 3484, 1820, 14664, -66, -200, -251
7662, 2552, 2368, 15400, -44, -151, 312
7705, 3240, 1796, 14744, 234, -297, 251
